Time [s],Value,Parity Error,Framing Error
8.278391125000001,0x5A,,
8.278914374999999,0x5A,,
8.279437625000000,0x00,,
8.279960875000000,0x00,,
8.280484124999999,0x01,,
8.281007375000000,0x01,,
8.479266125000001,0x5A,,
8.479789500000001,0x5A,,
8.480312750000000,0x00,,
8.480836000000000,0x00,,
8.481359250000001,0x01,,
8.481882625000001,0x01,,
8.680139250000000,0x5A,,
8.680662375000001,0x5A,,
8.681185624999999,0x00,,
8.681708875000000,0x00,,
8.682232125000001,0x01,,
8.682755500000001,0x01,,
8.881064625000000,0x5A,,
8.881587874999999,0x5A,,
8.882111125000000,0x00,,
8.882634500000000,0x00,,
8.883157750000001,0x01,,
8.883680999999999,0x01,,
9.081932625000000,0x5A,,
9.082455875000001,0x5A,,
9.082979125000000,0x00,,
9.083502375000000,0x00,,
9.084025499999999,0x01,,
9.084548750000000,0x01,,
9.282797125000000,0x5A,,
9.283320375000001,0x5A,,
9.283843624999999,0x00,,
9.284366875000000,0x00,,
9.284890125000000,0x01,,
9.285413374999999,0x01,,
9.483657375000000,0x5A,,
9.484180625000000,0x5A,,
9.484703874999999,0x00,,
9.485227125000000,0x00,,
9.485750250000001,0x01,,
9.486273499999999,0x01,,
9.684523750000000,0x5A,,
9.685047000000001,0x5A,,
9.685570125000000,0x00,,
9.686093375000000,0x00,,
9.686616624999999,0x01,,
9.687139750000000,0x01,,
9.885443875000000,0x5A,,
9.885967125000001,0x5A,,
9.886490374999999,0x00,,
9.887013500000000,0x00,,
9.887536750000001,0x01,,
9.888059999999999,0x01,,
10.086315500000000,0x5A,,
10.086838750000000,0x5A,,
10.087362000000001,0x00,,
10.087885125000000,0x00,,
10.088408375000000,0x01,,
10.088931625000001,0x01,,
