Time [s],Value,Parity Error,Framing Error
3.311884750000000,0x00,,
3.312406000000000,0x00,,
3.312927375000000,0x03,,
3.313448750000000,0xE8,,
3.313970750000000,0x00,,
3.314491375000000,0x0A,,
3.315012750000000,0x00,,
3.315534000000000,0x00,,
3.316055375000000,0x00,,
3.316576750000000,0x00,,
3.317098000000000,0x00,,
3.317619375000000,0x07,,
3.318140750000000,0x0E,,
3.318662000000000,0x06,,
3.319183375000000,0x06,,
3.319704750000000,0x0D,,
3.320226000000000,0x99,,
3.320747750000000,0x0D,,
3.321268750000000,0xFC,,
3.321790875000000,0x14,,
3.322311375000000,0x00,,
3.322832625000000,0x00,,
3.323354000000000,0x00,,
3.323875375000000,0x05,,
3.324396625000000,0x00,,
3.324918000000000,0x6C,,
3.325439375000000,0x02,,
3.325960625000000,0xB3,,
3.326482375000000,0x00,,
3.327003375000000,0x00,,
3.327524625000000,0x00,,
3.328046000000000,0x00,,
3.328567375000000,0x00,,
3.329088625000000,0x82,,
3.329610375000000,0x0E,,
3.330131375000000,0xA6,,
3.458747000000000,0xAA,,
3.459265375000000,0x55,,
3.459786375000000,0xAA,,
3.460308125000000,0xFF,,
3.460830125000000,0x02,,
3.461350375000000,0xCF,,
3.461872250000000,0x0E,,
3.462393000000000,0x04,,
3.462914375000000,0x0E,,
3.463435750000000,0x05,,
3.463957000000000,0x0D,,
3.464478375000000,0xFB,,
3.465000500000000,0x0E,,
3.465521000000000,0x04,,
3.466042375000000,0x0E,,
3.466563750000000,0x05,,
3.467085000000000,0x0D,,
3.467606375000000,0x99,,
3.468128000000000,0x0E,,
3.468649000000000,0x06,,
3.469170375000000,0x0E,,
3.469691750000000,0x04,,
3.470213000000000,0x0E,,
3.470734375000000,0x06,,
3.471255625000000,0x0E,,
3.471777000000000,0x04,,
3.472298375000000,0x0E,,
3.472819625000000,0x06,,
3.473341000000000,0x0E,,
3.473862375000000,0x05,,
3.474383625000000,0x0E,,
3.474905000000000,0x06,,
3.475426375000000,0x0E,,
3.475947625000000,0x04,,
3.476469000000000,0x0D,,
3.476990250000000,0xD7,,
3.477512125000000,0x0E,,
3.478033000000000,0x04,,
3.478554250000000,0x0E,,
3.479075625000000,0x06,,
3.479597000000000,0x0E,,
3.480118375000000,0x06,,
3.480639625000000,0x0E,,
3.481161000000000,0x04,,
3.481682250000000,0x0E,,
3.482203625000000,0x01,,
3.482725000000000,0x00,,
3.483246250000000,0x00,,
3.483767625000000,0x00,,
3.484289000000000,0x00,,
3.484810250000000,0x00,,
3.485331625000000,0x00,,
3.485853000000000,0x00,,
3.486374250000000,0x00,,
3.486895625000000,0x00,,
3.487417000000000,0x00,,
3.487938250000000,0x00,,
3.488459625000000,0x00,,
3.488980875000000,0x00,,
3.489502250000000,0x00,,
3.490023625000000,0x00,,
3.490544875000000,0x00,,
3.491066250000000,0x00,,
3.491587625000000,0x00,,
3.492108875000000,0x00,,
3.492630250000000,0x00,,
3.493151625000000,0x00,,
3.493672875000000,0x00,,
3.494194250000000,0x00,,
3.494715625000000,0x00,,
3.495236875000000,0x00,,
3.495758250000000,0x00,,
3.496279625000000,0x00,,
3.496800875000000,0x00,,
3.497322250000000,0x22,,
3.497843625000000,0x01,,
3.498364875000000,0xAB,,
3.498886625000000,0x3F,,
3.499407500000000,0x00,,
3.499928875000000,0x00,,
3.500450250000000,0x8D,,
3.500971875000000,0x7E,,
3.501492875000000,0xC3,,
3.502014750000000,0x00,,
3.502535500000000,0x02,,
3.503056875000000,0xBB,,
3.503578625000000,0x2B,,
3.504099500000000,0x00,,
3.504620875000000,0x07,,
3.505142250000000,0xFB,,
3.505664375000000,0x1E,,
3.506184875000000,0x00,,
3.506706250000000,0x1B,,
3.507227500000000,0x00,,
3.507748875000000,0x1B,,
3.508270250000000,0x00,,
3.508791500000000,0x1A,,
3.509312875000000,0x00,,
3.509834125000000,0x1B,,
3.510355500000000,0x00,,
3.510876875000000,0x1B,,
3.511398125000000,0x00,,
3.511919500000000,0x1A,,
3.512440875000000,0x01,,
3.512962125000000,0x00,,
3.513483500000000,0x00,,
3.514004875000000,0x03,,
3.514526125000000,0xE8,,
3.515048125000000,0x00,,
3.515568750000000,0x0A,,
3.516090125000000,0x00,,
3.516611500000000,0x00,,
3.517132875000000,0x00,,
3.517654125000000,0x00,,
3.518175500000000,0x00,,
3.518696750000000,0x07,,
3.519218125000000,0x0E,,
3.519739500000000,0x06,,
3.520260750000000,0x06,,
3.520782125000000,0x0D,,
3.521303500000000,0x99,,
3.521825125000000,0x0D,,
3.522346125000000,0xFC,,
3.522868375000000,0x14,,
3.523388750000000,0x00,,
3.523910125000000,0x00,,
3.524431500000000,0x00,,
3.524952750000000,0x70,,
3.525474125000000,0x00,,
3.525995500000000,0x6C,,
3.526516750000000,0x02,,
3.527038125000000,0xB3,,
3.527559750000000,0x00,,
3.528080750000000,0x00,,
3.528602125000000,0x00,,
3.529123375000000,0x00,,
3.529644750000000,0x04,,
3.530166125000000,0xC2,,
3.530688000000000,0x0F,,
3.531208750000000,0x55,,
3.659563875000000,0xAA,,
3.660082125000000,0x55,,
3.660603125000000,0xAA,,
3.661124875000000,0xFF,,
3.661646750000000,0x02,,
3.662167125000000,0xCF,,
3.662689000000000,0x0E,,
3.663209750000000,0x04,,
3.663731125000000,0x0E,,
3.664252500000000,0x05,,
3.664773750000000,0x0D,,
3.665295125000000,0xFB,,
3.665817375000000,0x0E,,
3.666337750000000,0x04,,
3.666859125000000,0x0E,,
3.667380500000000,0x05,,
3.667901750000000,0x0D,,
3.668423125000000,0x99,,
3.668944750000000,0x0E,,
3.669465750000000,0x06,,
3.669987125000000,0x0E,,
3.670508500000000,0x04,,
3.671029750000000,0x0E,,
3.671551125000000,0x06,,
3.672072375000000,0x0E,,
3.672593750000000,0x04,,
3.673115125000000,0x0E,,
3.673636375000000,0x06,,
3.674157750000000,0x0E,,
3.674679125000000,0x05,,
3.675200375000000,0x0E,,
3.675721750000000,0x06,,
3.676243125000000,0x0E,,
3.676764375000000,0x04,,
3.677285750000000,0x0D,,
3.677807125000000,0xD7,,
3.678329000000000,0x0E,,
3.678849750000000,0x04,,
3.679371125000000,0x0E,,
3.679892375000000,0x06,,
3.680413750000000,0x0E,,
3.680935000000000,0x06,,
3.681456375000000,0x0E,,
3.681977750000000,0x04,,
3.682499000000000,0x0E,,
3.683020375000000,0x01,,
3.683541750000000,0x00,,
3.684063000000000,0x00,,
3.684584375000000,0x00,,
3.685105750000000,0x00,,
3.685627000000000,0x00,,
3.686148375000000,0x00,,
3.686669750000000,0x00,,
3.687191000000000,0x00,,
3.687712375000000,0x00,,
3.688233750000000,0x00,,
3.688755000000000,0x00,,
3.689276375000000,0x00,,
3.689797750000000,0x00,,
3.690319000000000,0x00,,
3.690840375000000,0x00,,
3.691361625000000,0x00,,
3.691883000000000,0x00,,
3.692404375000000,0x00,,
3.692925750000000,0x00,,
3.693447000000000,0x00,,
3.693968375000000,0x00,,
3.694489750000000,0x00,,
3.695011000000000,0x00,,
3.695532375000000,0x00,,
3.696053625000000,0x00,,
3.696575000000000,0x00,,
3.697096375000000,0x00,,
3.697617625000000,0x00,,
3.698139000000000,0x22,,
3.698660375000000,0x01,,
3.699181625000000,0xAB,,
3.699703375000000,0x3F,,
3.700224250000000,0x00,,
3.700745625000000,0x00,,
3.701267000000000,0x8D,,
3.701788625000000,0x7E,,
3.702309625000000,0xC3,,
3.702831500000000,0x00,,
3.703352250000000,0x02,,
3.703873625000000,0xBB,,
3.704395375000000,0x2B,,
3.704916250000000,0x00,,
3.705437625000000,0x07,,
3.705959000000000,0xFB,,
3.706481125000000,0x1F,,
3.707001625000000,0x00,,
3.707523000000000,0x1B,,
3.708044250000000,0x00,,
3.708565625000000,0x1B,,
3.709087000000000,0x00,,
3.709608250000000,0x1A,,
3.710129625000000,0x00,,
3.710651000000000,0x1B,,
3.711172250000000,0x00,,
3.711693625000000,0x1B,,
3.712214875000000,0x00,,
3.712736250000000,0x1A,,
3.713257625000000,0x01,,
3.713778875000000,0x00,,
3.714300250000000,0x00,,
3.714821625000000,0x03,,
3.715342875000000,0xE8,,
3.715864875000000,0x00,,
3.716385625000000,0x0A,,
3.716906875000000,0x00,,
3.717428250000000,0x00,,
3.717949625000000,0x00,,
3.718470875000000,0x00,,
3.718992250000000,0x00,,
3.719513625000000,0x07,,
3.720034875000000,0x0E,,
3.720556250000000,0x06,,
3.721077625000000,0x06,,
3.721598875000000,0x0D,,
3.722120250000000,0x99,,
3.722641875000000,0x0D,,
3.723162875000000,0xFC,,
3.723685125000000,0x14,,
3.724205500000000,0x00,,
3.724726875000000,0x00,,
3.725248250000000,0x00,,
3.725769500000000,0x70,,
3.726290875000000,0x00,,
3.726812250000000,0x6C,,
3.727333500000000,0x02,,
3.727854875000000,0xB3,,
3.728376500000000,0x00,,
3.728897500000000,0x00,,
3.729418875000000,0x00,,
3.729940250000000,0x00,,
3.730461500000000,0x08,,
3.730982875000000,0xC2,,
3.731504750000000,0x0F,,
3.732025500000000,0x5A,,
3.860484750000000,0xAA,,
3.861003250000000,0x55,,
3.861524250000000,0xAA,,
3.862045875000000,0xFF,,
3.862567875000000,0x02,,
3.863088250000000,0xCF,,
3.863610125000000,0x0E,,
3.864130875000000,0x04,,
3.864652125000000,0x0E,,
3.865173500000000,0x05,,
3.865694875000000,0x0D,,
3.866216250000000,0xFB,,
3.866738375000000,0x0E,,
3.867258875000000,0x04,,
3.867780125000000,0x0E,,
3.868301500000000,0x05,,
3.868822875000000,0x0D,,
3.869344125000000,0x99,,
3.869865875000000,0x0E,,
3.870386875000000,0x06,,
3.870908125000000,0x0E,,
3.871429500000000,0x04,,
3.871950875000000,0x0E,,
3.872472125000000,0x06,,
3.872993500000000,0x0E,,
3.873514875000000,0x04,,
3.874036125000000,0x0E,,
3.874557500000000,0x06,,
3.875078750000000,0x0E,,
3.875600125000000,0x05,,
3.876121500000000,0x0E,,
3.876642750000000,0x06,,
3.877164125000000,0x0E,,
3.877685500000000,0x04,,
3.878206750000000,0x0D,,
3.878728125000000,0xD7,,
3.879250000000000,0x0E,,
3.879770750000000,0x04,,
3.880292125000000,0x0E,,
3.880813500000000,0x06,,
3.881334750000000,0x0E,,
3.881856125000000,0x06,,
3.882377500000000,0x0E,,
3.882898750000000,0x04,,
3.883420125000000,0x0E,,
3.883941375000000,0x01,,
3.884462750000000,0x00,,
3.884984125000000,0x00,,
3.885505500000000,0x00,,
3.886026750000000,0x00,,
3.886548125000000,0x00,,
3.887069500000000,0x00,,
3.887590750000000,0x00,,
3.888112125000000,0x00,,
3.888633375000000,0x00,,
3.889154750000000,0x00,,
3.889676125000000,0x00,,
3.890197375000000,0x00,,
3.890718750000000,0x00,,
3.891240125000000,0x00,,
3.891761375000000,0x00,,
3.892282750000000,0x00,,
3.892804125000000,0x00,,
3.893325375000000,0x00,,
3.893846750000000,0x00,,
3.894368125000000,0x00,,
3.894889375000000,0x00,,
3.895410750000000,0x00,,
3.895932125000000,0x00,,
3.896453375000000,0x00,,
3.896974750000000,0x00,,
3.897496000000000,0x00,,
3.898017375000000,0x00,,
3.898538750000000,0x00,,
3.899060000000000,0x22,,
3.899581375000000,0x01,,
3.900102750000000,0xAB,,
3.900624375000000,0x3F,,
3.901145375000000,0x00,,
3.901666750000000,0x00,,
3.902188000000000,0x8D,,
3.902709750000000,0x7E,,
3.903230625000000,0xC3,,
3.903752625000000,0x00,,
3.904273375000000,0x02,,
3.904794625000000,0xBB,,
3.905316375000000,0x2B,,
3.905837375000000,0x00,,
3.906358625000000,0x07,,
3.906880000000000,0xFB,,
3.907402250000000,0x1F,,
3.907922750000000,0x00,,
3.908444000000000,0x1B,,
3.908965375000000,0x00,,
3.909486625000000,0x1B,,
3.910008000000000,0x00,,
3.910529375000000,0x1A,,
3.911050625000000,0x00,,
3.911572000000000,0x1A,,
3.912093375000000,0x00,,
3.912614625000000,0x1B,,
3.913136000000000,0x00,,
3.913657375000000,0x1B,,
3.914178625000000,0x01,,
3.914700000000000,0x00,,
3.915221250000000,0x00,,
3.915742625000000,0x03,,
3.916264000000000,0xE8,,
3.916786000000000,0x00,,
3.917306625000000,0x0A,,
3.917828000000000,0x00,,
3.918349250000000,0x00,,
3.918870625000000,0x00,,
3.919392000000000,0x00,,
3.919913250000000,0x00,,
3.920434625000000,0x07,,
3.920956000000000,0x0E,,
3.921477250000000,0x06,,
3.921998625000000,0x06,,
3.922520000000000,0x0D,,
3.923041250000000,0x99,,
3.923563000000000,0x0D,,
3.924084000000000,0xFC,,
3.924606250000000,0x14,,
3.925126625000000,0x00,,
3.925647875000000,0x00,,
3.926169250000000,0x00,,
3.926690625000000,0x70,,
3.927211875000000,0x00,,
3.927733250000000,0x6C,,
3.928254625000000,0x02,,
3.928775875000000,0xB3,,
3.929297625000000,0x00,,
3.929818625000000,0x00,,
3.930339875000000,0x00,,
3.930861250000000,0x00,,
3.931382625000000,0x0C,,
3.931903875000000,0x62,,
3.932425250000000,0x0E,,
3.932946625000000,0xFE,,
4.061406000000000,0xAA,,
4.061924250000000,0x55,,
4.062445250000000,0xAA,,
4.062966875000000,0xFF,,
4.063488875000000,0x02,,
4.064009250000000,0xCF,,
4.064531125000000,0x0E,,
4.065051875000000,0x04,,
4.065573250000000,0x0E,,
4.066094500000000,0x05,,
4.066615875000000,0x0D,,
4.067137250000000,0xFB,,
4.067659375000000,0x0E,,
4.068179875000000,0x04,,
4.068701250000000,0x0E,,
4.069222500000000,0x05,,
4.069743875000000,0x0D,,
4.070265250000000,0x99,,
4.070786875000000,0x0E,,
4.071307875000000,0x06,,
4.071829250000000,0x0E,,
4.072350500000000,0x04,,
4.072871875000000,0x0E,,
4.073393125000000,0x06,,
4.073914500000000,0x0E,,
4.074435875000000,0x04,,
4.074957125000000,0x0E,,
4.075478500000000,0x06,,
4.075999875000000,0x0E,,
4.076521125000000,0x05,,
4.077042500000000,0x0E,,
4.077563875000000,0x06,,
4.078085125000000,0x0E,,
4.078606500000000,0x04,,
4.079127875000000,0x0D,,
4.079649125000000,0xD7,,
4.080171000000000,0x0E,,
4.080691875000000,0x04,,
4.081213125000000,0x0E,,
4.081734500000000,0x06,,
4.082255875000000,0x0E,,
4.082777125000000,0x06,,
4.083298500000000,0x0E,,
4.083819875000000,0x04,,
4.084341125000000,0x0E,,
4.084862500000000,0x01,,
4.085383750000000,0x00,,
4.085905125000000,0x00,,
4.086426500000000,0x00,,
4.086947750000000,0x00,,
4.087469125000000,0x00,,
4.087990500000000,0x00,,
4.088511750000000,0x00,,
4.089033125000000,0x00,,
4.089554500000000,0x00,,
4.090075750000000,0x00,,
4.090597125000000,0x00,,
4.091118500000000,0x00,,
4.091639750000000,0x00,,
4.092161125000000,0x00,,
4.092682375000000,0x00,,
4.093203750000000,0x00,,
4.093725125000000,0x00,,
4.094246375000000,0x00,,
4.094767750000000,0x00,,
4.095289125000000,0x00,,
4.095810375000000,0x00,,
4.096331750000000,0x00,,
4.096853125000000,0x00,,
4.097374375000000,0x00,,
4.097895750000000,0x00,,
4.098417125000000,0x00,,
4.098938375000000,0x00,,
4.099459750000000,0x00,,
4.099981125000000,0x22,,
4.100502375000000,0x01,,
4.101023750000000,0xAB,,
4.101545375000000,0x3F,,
4.102066375000000,0x00,,
4.102587750000000,0x00,,
4.103109125000000,0x8D,,
4.103630750000000,0x7E,,
4.104151750000000,0xC3,,
4.104673625000000,0x00,,
4.105194375000000,0x02,,
4.105715750000000,0xBB,,
4.106237375000000,0x2B,,
4.106758375000000,0x00,,
4.107279750000000,0x07,,
4.107801000000000,0xFB,,
4.108323250000000,0x1F,,
4.108843750000000,0x00,,
4.109365000000000,0x1B,,
4.109886375000000,0x00,,
4.110407750000000,0x1B,,
4.110929000000000,0x00,,
4.111450375000000,0x1A,,
4.111971750000000,0x00,,
4.112493000000000,0x1A,,
4.113014375000000,0x00,,
4.113535625000000,0x1B,,
4.114057000000000,0x00,,
4.114578375000000,0x1B,,
4.115099625000000,0x01,,
4.115621000000000,0x01,,
4.116142375000000,0x00,,
4.116663625000000,0x03,,
4.117185000000000,0xE8,,
4.117707000000000,0x00,,
4.118227625000000,0x0A,,
4.118749000000000,0x01,,
4.119270375000000,0x00,,
4.119791625000000,0x00,,
4.120313000000000,0x00,,
4.120834375000000,0x00,,
4.121355625000000,0x07,,
4.121877000000000,0x0E,,
4.122398375000000,0x06,,
4.122919625000000,0x06,,
4.123441000000000,0x0D,,
4.123962250000000,0x99,,
4.124484000000000,0x0D,,
4.125005000000000,0xFC,,
4.125527250000000,0x14,,
4.126047625000000,0x00,,
4.126569000000000,0x00,,
4.127090250000000,0x00,,
4.127611625000000,0x70,,
4.128133000000000,0x00,,
4.128654250000000,0x6C,,
4.129175625000000,0x02,,
4.129697000000000,0xB3,,
4.130218625000000,0x00,,
4.130739625000000,0x00,,
4.131261000000000,0x00,,
4.131782250000000,0x00,,
4.132303625000000,0x10,,
4.132825000000000,0xC2,,
4.133346875000000,0x0F,,
4.133867625000000,0x64,,
4.262118375000000,0xAA,,
4.262636750000000,0x55,,
4.263157750000000,0xAA,,
4.263679375000000,0xFF,,
4.264201375000000,0x02,,
4.264721750000000,0xCF,,
4.265243625000000,0x0E,,
4.265764375000000,0x04,,
4.266285750000000,0x0E,,
4.266807000000000,0x05,,
4.267328375000000,0x0D,,
4.267849750000000,0xFB,,
4.268371875000000,0x0E,,
4.268892375000000,0x04,,
4.269413750000000,0x0E,,
4.269935000000000,0x05,,
4.270456375000000,0x0D,,
4.270977750000000,0x99,,
4.271499375000000,0x0E,,
4.272020375000000,0x06,,
4.272541750000000,0x0E,,
4.273063000000000,0x04,,
4.273584375000000,0x0E,,
4.274105750000000,0x06,,
4.274627000000000,0x0E,,
4.275148375000000,0x04,,
4.275669750000000,0x0E,,
4.276191000000000,0x06,,
4.276712375000000,0x0E,,
4.277233750000000,0x05,,
4.277755000000000,0x0E,,
4.278276375000000,0x06,,
4.278797750000000,0x0E,,
4.279319000000000,0x04,,
4.279840375000000,0x0D,,
4.280361625000000,0xD7,,
4.280883500000000,0x0E,,
4.281404375000000,0x04,,
4.281925625000000,0x0E,,
4.282447000000000,0x06,,
4.282968375000000,0x0E,,
4.283489625000000,0x06,,
4.284011000000000,0x0E,,
4.284532375000000,0x04,,
4.285053625000000,0x0E,,
4.285575000000000,0x01,,
4.286096375000000,0x00,,
4.286617625000000,0x00,,
4.287139000000000,0x00,,
4.287660250000000,0x00,,
4.288181625000000,0x00,,
4.288703000000000,0x00,,
4.289224250000000,0x00,,
4.289745625000000,0x00,,
4.290267000000000,0x00,,
4.290788250000000,0x00,,
4.291309625000000,0x00,,
4.291831000000000,0x00,,
4.292352250000000,0x00,,
4.292873625000000,0x00,,
4.293395000000000,0x00,,
4.293916250000000,0x00,,
4.294437625000000,0x00,,
4.294959000000000,0x00,,
4.295480250000000,0x00,,
4.296001625000000,0x00,,
4.296523000000000,0x00,,
4.297044250000000,0x00,,
4.297565625000000,0x00,,
4.298087000000000,0x00,,
4.298608250000000,0x00,,
4.299129625000000,0x00,,
4.299650875000000,0x00,,
4.300172250000000,0x00,,
4.300693625000000,0x22,,
4.301214875000000,0x01,,
4.301736250000000,0xAB,,
4.302257875000000,0x3F,,
4.302778875000000,0x00,,
4.303300250000000,0x00,,
4.303821625000000,0x8D,,
4.304343250000000,0x7E,,
4.304864250000000,0xC3,,
4.305386125000000,0x00,,
4.305906875000000,0x02,,
4.306428250000000,0xBB,,
4.306949875000000,0x2B,,
4.307470875000000,0x00,,
4.307992250000000,0x07,,
4.308513500000000,0xFB,,
4.309035750000000,0x1F,,
4.309556250000000,0x00,,
4.310077500000000,0x1B,,
4.310598875000000,0x00,,
4.311120250000000,0x1B,,
4.311641500000000,0x00,,
4.312162875000000,0x1A,,
4.312684250000000,0x00,,
4.313205500000000,0x1B,,
4.313726875000000,0x00,,
4.314248250000000,0x1B,,
4.314769500000000,0x00,,
4.315290875000000,0x1B,,
4.315812250000000,0x01,,
4.316333500000000,0x01,,
4.316854875000000,0x00,,
4.317376250000000,0x03,,
4.317897500000000,0xE8,,
4.318419500000000,0x00,,
4.318940125000000,0x0A,,
4.319461500000000,0x01,,
4.319982875000000,0x00,,
4.320504125000000,0x00,,
4.321025500000000,0x00,,
4.321546875000000,0x00,,
4.322068125000000,0x07,,
4.322589500000000,0x0E,,
4.323110875000000,0x06,,
4.323632125000000,0x06,,
4.324153500000000,0x0D,,
4.324674875000000,0x99,,
4.325196500000000,0x0D,,
4.325717500000000,0xFC,,
4.326239750000000,0x14,,
4.326760125000000,0x00,,
4.327281500000000,0x00,,
4.327802750000000,0x00,,
4.328324125000000,0x70,,
4.328845500000000,0x00,,
4.329366750000000,0x6C,,
4.329888125000000,0x02,,
4.330409500000000,0xB3,,
4.330931125000000,0x00,,
4.331452125000000,0x00,,
4.331973500000000,0x00,,
4.332494750000000,0x00,,
4.333016125000000,0x14,,
4.333537500000000,0xC2,,
4.334059375000000,0x0F,,
4.334580125000000,0x69,,
4.463039375000000,0xAA,,
4.463557750000000,0x55,,
4.464078750000000,0xAA,,
4.464600375000000,0xFF,,
4.465122375000000,0x02,,
4.465642750000000,0xCF,,
4.466164625000000,0x0E,,
4.466685375000000,0x04,,
4.467206750000000,0x0E,,
4.467728125000000,0x05,,
4.468249500000000,0x0D,,
4.468770750000000,0xFB,,
4.469292875000000,0x0E,,
4.469813375000000,0x04,,
4.470334750000000,0x0E,,
4.470856125000000,0x05,,
4.471377375000000,0x0D,,
4.471898750000000,0x99,,
4.472420500000000,0x0E,,
4.472941375000000,0x06,,
4.473462750000000,0x0E,,
4.473984125000000,0x04,,
4.474505375000000,0x0E,,
4.475026750000000,0x06,,
4.475548125000000,0x0E,,
4.476069375000000,0x04,,
4.476590750000000,0x0E,,
4.477112125000000,0x06,,
4.477633375000000,0x0E,,
4.478154750000000,0x05,,
4.478676000000000,0x0E,,
4.479197375000000,0x06,,
4.479718750000000,0x0E,,
4.480240000000000,0x04,,
4.480761375000000,0x0D,,
4.481282750000000,0xD7,,
4.481804625000000,0x0E,,
4.482325375000000,0x04,,
4.482846750000000,0x0E,,
4.483368000000000,0x06,,
4.483889375000000,0x0E,,
4.484410750000000,0x06,,
4.484932000000000,0x0E,,
4.485453375000000,0x04,,
4.485974625000000,0x0E,,
4.486496000000000,0x01,,
4.487017375000000,0x00,,
4.487538750000000,0x00,,
4.488060000000000,0x00,,
4.488581375000000,0x00,,
4.489102625000000,0x00,,
4.489624000000000,0x00,,
4.490145375000000,0x00,,
4.490666625000000,0x00,,
4.491188000000000,0x00,,
4.491709375000000,0x00,,
4.492230625000000,0x00,,
4.492752000000000,0x00,,
4.493273375000000,0x00,,
4.493794625000000,0x00,,
4.494316000000000,0x00,,
