Time [s], Analyzer Name, Decoded Protocol Result
0.000171000000000,RX,0x19
0.000692250000000,RX,0x01
0.001213500000000,RX,0x01
0.001734750000000,RX,0x00
0.002256250000000,RX,0x03
0.002777500000000,RX,0xE8
0.003299500000000,RX,0x00
0.003820250000000,RX,0x0A
0.004341500000000,RX,0x01
0.004862750000000,RX,0x00
0.005384250000000,RX,0x00
0.005905500000000,RX,0x00
0.006426750000000,RX,0x00
0.006948250000000,RX,0x07
0.007469500000000,RX,0x0E
0.007990750000000,RX,0x08
0.008512250000000,RX,0x06
0.009033500000000,RX,0x0D
0.009554750000000,RX,0x9B
0.010076500000000,RX,0x0D
0.010597500000000,RX,0xFE
0.011119750000000,RX,0x14
0.011640250000000,RX,0x00
0.012161500000000,RX,0x00
0.012682750000000,RX,0x00
0.013204250000000,RX,0x70
0.013725500000000,RX,0x00
0.014246750000000,RX,0x6C
0.014768250000000,RX,0x02
0.015289500000000,RX,0xB3
0.015811250000000,RX,0x00
0.016332250000000,RX,0x00
0.016853500000000,RX,0x00
0.017374750000000,RX,0x00
0.017896250000000,RX,0x48
0.018417500000000,RX,0xC2
0.018939250000000,RX,0x0E
0.019460250000000,RX,0xEF
0.143760000000000,TX,0x5A
0.144283000000000,TX,0x5A
0.144806250000000,TX,0x00
0.145329250000000,TX,0x00
0.145852250000000,TX,0x01
0.146375500000000,TX,0x01
0.147867250000000,RX,0xAA
0.148385750000000,RX,0x55
0.148906750000000,RX,0xAA
0.149428250000000,RX,0xFF
0.149950250000000,RX,0x02
0.150470500000000,RX,0xCF
0.150992500000000,RX,0x0E
0.151513250000000,RX,0x05
0.152034500000000,RX,0x0E
0.152556000000000,RX,0x06
0.153077250000000,RX,0x0D
0.153598500000000,RX,0xFD
0.154120750000000,RX,0x0E
0.154641250000000,RX,0x06
0.155162500000000,RX,0x0E
0.155684000000000,RX,0x06
0.156205250000000,RX,0x0D
0.156726500000000,RX,0x9B
0.157248250000000,RX,0x0E
0.157769250000000,RX,0x08
0.158290500000000,RX,0x0E
0.158812000000000,RX,0x06
0.159333250000000,RX,0x0E
0.159854500000000,RX,0x07
0.160376000000000,RX,0x0E
0.160897250000000,RX,0x06
0.161418500000000,RX,0x0E
0.161940000000000,RX,0x07
0.162461250000000,RX,0x0E
0.162982500000000,RX,0x06
0.163504000000000,RX,0x0E
0.164025250000000,RX,0x07
0.164546500000000,RX,0x0E
0.165067750000000,RX,0x05
0.165589250000000,RX,0x0D
0.166110500000000,RX,0xD6
0.166632500000000,RX,0x0E
0.167153250000000,RX,0x06
0.167674500000000,RX,0x0E
0.168195750000000,RX,0x08
0.168717250000000,RX,0x0E
0.169238500000000,RX,0x08
0.169759750000000,RX,0x0E
0.170281250000000,RX,0x06
0.170802500000000,RX,0x0E
0.171323750000000,RX,0x03
0.171845250000000,RX,0x00
0.172366500000000,RX,0x00
0.172887750000000,RX,0x00
0.173409250000000,RX,0x00
0.173930500000000,RX,0x00
0.174451750000000,RX,0x00
0.174973250000000,RX,0x00
0.175494500000000,RX,0x00
0.176015750000000,RX,0x00
0.176537250000000,RX,0x00
0.177058500000000,RX,0x00
0.177579750000000,RX,0x00
0.178101250000000,RX,0x00
0.178622500000000,RX,0x00
0.179143750000000,RX,0x00
0.179665250000000,RX,0x00
0.180186500000000,RX,0x00
0.180707750000000,RX,0x00
0.181229250000000,RX,0x00
0.181750500000000,RX,0x00
0.182271750000000,RX,0x00
0.182793250000000,RX,0x00
0.183314500000000,RX,0x00
0.183835750000000,RX,0x00
0.184357250000000,RX,0x00
0.184878500000000,RX,0x00
0.185399750000000,RX,0x00
0.185921000000000,RX,0x00
0.186442500000000,RX,0x22
0.186963750000000,RX,0x01
0.187485000000000,RX,0xAB
0.188006750000000,RX,0x3F
0.188527750000000,RX,0x00
0.189049000000000,RX,0x00
0.189570500000000,RX,0x8D
0.190092000000000,RX,0x7C
0.190613000000000,RX,0x46
0.191134500000000,RX,0x00
0.191655750000000,RX,0x02
0.192177000000000,RX,0xBB
0.192698750000000,RX,0x30
0.193219750000000,RX,0x00
0.193741000000000,RX,0x08
0.194262500000000,RX,0x01
0.194783750000000,RX,0xCD
0.195305500000000,RX,0x00
0.195826500000000,RX,0x19
0.196347750000000,RX,0x00
0.196869000000000,RX,0x19
0.197390500000000,RX,0x00
0.197911750000000,RX,0x19
0.198433000000000,RX,0x00
0.198954500000000,RX,0x19
0.199475750000000,RX,0x00
0.199997000000000,RX,0x19
0.200518500000000,RX,0x00
0.201039750000000,RX,0x19
0.201561000000000,RX,0x01
0.202082500000000,RX,0x01
0.202603750000000,RX,0x00
0.203125000000000,RX,0x03
0.203646500000000,RX,0xE8
0.204168250000000,RX,0x00
0.204689000000000,RX,0x0A
0.205210250000000,RX,0x01
0.205731750000000,RX,0x00
0.206253000000000,RX,0x00
0.206774250000000,RX,0x00
0.207295750000000,RX,0x00
0.207817000000000,RX,0x07
0.208338250000000,RX,0x0E
0.208859750000000,RX,0x08
0.209381000000000,RX,0x06
0.209902250000000,RX,0x0D
0.210423750000000,RX,0x9B
0.210945250000000,RX,0x0D
0.211466250000000,RX,0xFE
0.211988500000000,RX,0x14
0.212509000000000,RX,0x00
0.213030250000000,RX,0x00
0.213551750000000,RX,0x00
0.214073000000000,RX,0x70
0.214594250000000,RX,0x00
0.215115750000000,RX,0x6C
0.215637000000000,RX,0x02
0.216158250000000,RX,0xB3
0.216680000000000,RX,0x00
0.217201000000000,RX,0x00
0.217722250000000,RX,0x00
0.218243750000000,RX,0x00
0.218765000000000,RX,0x4C
0.219286250000000,RX,0xC2
0.219808250000000,RX,0x0E
0.220329000000000,RX,0xF4
0.344572250000000,TX,0x5A
0.345095500000000,TX,0x5A
0.345618500000000,TX,0x00
0.346141500000000,TX,0x00
0.346664750000000,TX,0x01
0.347187750000000,TX,0x01
0.348631750000000,RX,0xAA
0.349150250000000,RX,0x55
0.349671250000000,RX,0xAA
0.350193000000000,RX,0xFF
0.350714750000000,RX,0x02
0.351235250000000,RX,0xCF
0.351757000000000,RX,0x0E
0.352277750000000,RX,0x05
0.352799250000000,RX,0x0E
0.353320500000000,RX,0x06
0.353841750000000,RX,0x0D
0.354363250000000,RX,0xFD
0.354885500000000,RX,0x0E
0.355405750000000,RX,0x06
0.355927250000000,RX,0x0E
0.356448500000000,RX,0x06
0.356969750000000,RX,0x0D
0.357491250000000,RX,0x9B
0.358012750000000,RX,0x0E
0.358533750000000,RX,0x08
0.359055250000000,RX,0x0E
0.359576500000000,RX,0x06
0.360097750000000,RX,0x0E
0.360619250000000,RX,0x07
0.361140500000000,RX,0x0E
0.361661750000000,RX,0x06
0.362183250000000,RX,0x0E
0.362704500000000,RX,0x07
0.363225750000000,RX,0x0E
0.363747250000000,RX,0x06
0.364268500000000,RX,0x0E
0.364789750000000,RX,0x07
0.365311250000000,RX,0x0E
0.365832500000000,RX,0x05
0.366353750000000,RX,0x0D
0.366875000000000,RX,0xD6
0.367397000000000,RX,0x0E
0.367917750000000,RX,0x06
0.368439000000000,RX,0x0E
0.368960500000000,RX,0x08
0.369481750000000,RX,0x0E
0.370003000000000,RX,0x08
0.370524500000000,RX,0x0E
0.371045750000000,RX,0x06
0.371567000000000,RX,0x0E
0.372088500000000,RX,0x03
0.372609750000000,RX,0x00
0.373131000000000,RX,0x00
0.373652500000000,RX,0x00
0.374173750000000,RX,0x00
